영문테이블,한글테이블,영문컬럼,한글컬럼,DATA TYPE,NULL 여부,정수,소수점,PK
TPRMPP_BMQNAL,프로젝트관리_협의회본회의질의응답기본변경로그,CHG_USID,변경사용자ID,VARCHAR2,Y,14,,N
TPRMPP_BMQNAL,프로젝트관리_협의회본회의질의응답기본변경로그,FST_ENR_USID,최초등록사용자ID,VARCHAR2,N,14,,N
TPRMPP_BMQNAL,프로젝트관리_협의회본회의질의응답기본변경로그,FST_ENR_DTM,최초등록일시,DATE,N,,,N
TPRMPP_BMQNAL,프로젝트관리_협의회본회의질의응답기본변경로그,DEL_YN,삭제여부,VARCHAR2,N,1,,N
TPRMPP_BMQNAL,프로젝트관리_협의회본회의질의응답기본변경로그,GUID,GUID,VARCHAR2,N,38,,N
TPRMPP_BMQNAL,프로젝트관리_협의회본회의질의응답기본변경로그,GUID_PRG_SNO,GUID진행일련번호,NUMBER,N,4,,N
TPRMPP_BMQNAL,프로젝트관리_협의회본회의질의응답기본변경로그,LST_CHG_USID,최종변경사용자ID,VARCHAR2,N,14,,N
TPRMPP_BMQNAL,프로젝트관리_협의회본회의질의응답기본변경로그,LST_CHG_DTM,최종변경일시,DATE,N,,,N
TPRMPP_BCMMTL,프로젝트관리_협의회평가위원기본변경로그,LOG_HIS_TGR_SNO,로그이력전문일련번호,NUMBER,N,18,,Y
TPRMPP_BCMMTL,프로젝트관리_협의회평가위원기본변경로그,IT_PTL_ASCT_ID,IT포탈협의회ID,VARCHAR2,N,32,,N
TPRMPP_BCMMTL,프로젝트관리_협의회평가위원기본변경로그,IT_PTL_ASCT_MEB_TC,IT포탈협의회구성원구분코드,VARCHAR2,N,2,,N
TPRMPP_BCMMTL,프로젝트관리_협의회평가위원기본변경로그,ENO,사원번호,VARCHAR2,N,32,,N
TPRMPP_BCMMTL,프로젝트관리_협의회평가위원기본변경로그,CNFM_YN,확인여부,VARCHAR2,Y,1,,N
TPRMPP_BCMMTL,프로젝트관리_협의회평가위원기본변경로그,CHG_DTT_YN,변경구분여부,VARCHAR2,N,1,,N
TPRMPP_BCMMTL,프로젝트관리_협의회평가위원기본변경로그,CHG_DTM,변경일시,DATE,N,,,N
TPRMPP_BCMMTL,프로젝트관리_협의회평가위원기본변경로그,CHG_USID,변경사용자ID,VARCHAR2,Y,14,,N
TPRMPP_BCMMTL,프로젝트관리_협의회평가위원기본변경로그,FST_ENR_USID,최초등록사용자ID,VARCHAR2,N,14,,N
TPRMPP_BCMMTL,프로젝트관리_협의회평가위원기본변경로그,FST_ENR_DTM,최초등록일시,DATE,N,,,N
TPRMPP_BCMMTL,프로젝트관리_협의회평가위원기본변경로그,DEL_YN,삭제여부,VARCHAR2,N,1,,N
TPRMPP_BCMMTL,프로젝트관리_협의회평가위원기본변경로그,GUID,GUID,VARCHAR2,N,38,,N
TPRMPP_BCMMTL,프로젝트관리_협의회평가위원기본변경로그,GUID_PRG_SNO,GUID진행일련번호,NUMBER,N,4,,N
TPRMPP_BCMMTL,프로젝트관리_협의회평가위원기본변경로그,LST_CHG_USID,최종변경사용자ID,VARCHAR2,N,14,,N
TPRMPP_BCMMTL,프로젝트관리_협의회평가위원기본변경로그,LST_CHG_DTM,최종변경일시,DATE,N,,,N
TPRMPP_BEVALL,프로젝트관리_협의회평가의견기본변경로그,LOG_HIS_TGR_SNO,로그이력전문일련번호,NUMBER,N,18,,Y
TPRMPP_BEVALL,프로젝트관리_협의회평가의견기본변경로그,IT_PTL_ASCT_ID,IT포탈협의회ID,VARCHAR2,N,32,,N
TPRMPP_BEVALL,프로젝트관리_협의회평가의견기본변경로그,ENO,사원번호,VARCHAR2,N,32,,N
TPRMPP_BEVALL,프로젝트관리_협의회평가의견기본변경로그,IT_PTL_CKG_ITM_TC,IT포탈점검항목구분코드,VARCHAR2,N,2,,N
TPRMPP_BEVALL,프로젝트관리_협의회평가의견기본변경로그,QUEL_RCRD,문항점수,NUMBER,Y,5,,N
TPRMPP_BEVALL,프로젝트관리_협의회평가의견기본변경로그,CKG_OPNN_CONE,점검의견내용,VARCHAR2,Y,1000,,N
TPRMPP_BEVALL,프로젝트관리_협의회평가의견기본변경로그,CHG_DTT_YN,변경구분여부,VARCHAR2,N,1,,N
TPRMPP_BEVALL,프로젝트관리_협의회평가의견기본변경로그,CHG_DTM,변경일시,DATE,N,,,N
TPRMPP_BEVALL,프로젝트관리_협의회평가의견기본변경로그,CHG_USID,변경사용자ID,VARCHAR2,Y,14,,N
TPRMPP_BEVALL,프로젝트관리_협의회평가의견기본변경로그,FST_ENR_USID,최초등록사용자ID,VARCHAR2,N,14,,N
TPRMPP_BEVALL,프로젝트관리_협의회평가의견기본변경로그,FST_ENR_DTM,최초등록일시,DATE,N,,,N
TPRMPP_BEVALL,프로젝트관리_협의회평가의견기본변경로그,DEL_YN,삭제여부,VARCHAR2,N,1,,N
TPRMPP_BEVALL,프로젝트관리_협의회평가의견기본변경로그,GUID,GUID,VARCHAR2,N,38,,N
TPRMPP_BEVALL,프로젝트관리_협의회평가의견기본변경로그,GUID_PRG_SNO,GUID진행일련번호,NUMBER,N,4,,N
TPRMPP_BEVALL,프로젝트관리_협의회평가의견기본변경로그,LST_CHG_USID,최종변경사용자ID,VARCHAR2,N,14,,N
TPRMPP_BEVALL,프로젝트관리_협의회평가의견기본변경로그,LST_CHG_DTM,최종변경일시,DATE,N,,,N
TPRMPP_BSCHDL,프로젝트관리_협의회일정기본변경로그,LOG_HIS_TGR_SNO,로그이력전문일련번호,NUMBER,N,18,,Y
TPRMPP_BSCHDL,프로젝트관리_협의회일정기본변경로그,IT_PTL_ASCT_ID,IT포탈협의회ID,VARCHAR2,N,32,,N
TPRMPP_BSCHDL,프로젝트관리_협의회일정기본변경로그,CNRC_DT,회의일자,VARCHAR2,N,8,,N
TPRMPP_BSCHDL,프로젝트관리_협의회일정기본변경로그,CNRC_STT_TM,회의시작시각,VARCHAR2,N,6,,N
TPRMPP_BSCHDL,프로젝트관리_협의회일정기본변경로그,ENO,사원번호,VARCHAR2,N,32,,N
TPRMPP_BSCHDL,프로젝트관리_협의회일정기본변경로그,USE_PSB_YN,사용가능여부,VARCHAR2,Y,1,,N
TPRMPP_BSCHDL,프로젝트관리_협의회일정기본변경로그,CHG_DTT_YN,변경구분여부,VARCHAR2,N,1,,N
TPRMPP_BSCHDL,프로젝트관리_협의회일정기본변경로그,CHG_DTM,변경일시,DATE,N,,,N
TPRMPP_BSCHDL,프로젝트관리_협의회일정기본변경로그,CHG_USID,변경사용자ID,VARCHAR2,Y,14,,N
TPRMPP_BSCHDL,프로젝트관리_협의회일정기본변경로그,FST_ENR_USID,최초등록사용자ID,VARCHAR2,N,14,,N
TPRMPP_BSCHDL,프로젝트관리_협의회일정기본변경로그,FST_ENR_DTM,최초등록일시,DATE,N,,,N
TPRMPP_BSCHDL,프로젝트관리_협의회일정기본변경로그,DEL_YN,삭제여부,VARCHAR2,N,1,,N
TPRMPP_BSCHDL,프로젝트관리_협의회일정기본변경로그,GUID,GUID,VARCHAR2,N,38,,N
TPRMPP_BSCHDL,프로젝트관리_협의회일정기본변경로그,GUID_PRG_SNO,GUID진행일련번호,NUMBER,N,4,,N
TPRMPP_BSCHDL,프로젝트관리_협의회일정기본변경로그,LST_CHG_USID,최종변경사용자ID,VARCHAR2,N,14,,N
TPRMPP_BSCHDL,프로젝트관리_협의회일정기본변경로그,LST_CHG_DTM,최종변경일시,DATE,N,,,N
TPRMPP_BRSLTL,프로젝트관리_협의회결과서기본변경로그,LOG_HIS_TGR_SNO,로그이력전문일련번호,NUMBER,N,18,,Y
TPRMPP_BRSLTL,프로젝트관리_협의회결과서기본변경로그,IT_PTL_ASCT_ID,IT포탈협의회ID,VARCHAR2,N,32,,N
TPRMPP_BRSLTL,프로젝트관리_협의회결과서기본변경로그,CKG_OPNN_CONE,점검의견내용,VARCHAR2,Y,1000,,N
TPRMPP_BRSLTL,프로젝트관리_협의회결과서기본변경로그,SYN_OPNN_CONE,종합의견내용,VARCHAR2,Y,6000,,N
TPRMPP_BRSLTL,프로젝트관리_협의회결과서기본변경로그,FL_MPN_ID,파일매핑ID,VARCHAR2,Y,36,,N
TPRMPP_BRSLTL,프로젝트관리_협의회결과서기본변경로그,CHG_DTT_YN,변경구분여부,VARCHAR2,N,1,,N
TPRMPP_BRSLTL,프로젝트관리_협의회결과서기본변경로그,CHG_DTM,변경일시,DATE,N,,,N
TPRMPP_BRSLTL,프로젝트관리_협의회결과서기본변경로그,CHG_USID,변경사용자ID,VARCHAR2,Y,14,,N
TPRMPP_BRSLTL,프로젝트관리_협의회결과서기본변경로그,FST_ENR_USID,최초등록사용자ID,VARCHAR2,N,14,,N
TPRMPP_BRSLTL,프로젝트관리_협의회결과서기본변경로그,FST_ENR_DTM,최초등록일시,DATE,N,,,N
TPRMPP_BRSLTL,프로젝트관리_협의회결과서기본변경로그,DEL_YN,삭제여부,VARCHAR2,N,1,,N
TPRMPP_BRSLTL,프로젝트관리_협의회결과서기본변경로그,GUID,GUID,VARCHAR2,N,38,,N
TPRMPP_BRSLTL,프로젝트관리_협의회결과서기본변경로그,GUID_PRG_SNO,GUID진행일련번호,NUMBER,N,4,,N
TPRMPP_BRSLTL,프로젝트관리_협의회결과서기본변경로그,LST_CHG_USID,최종변경사용자ID,VARCHAR2,N,14,,N
TPRMPP_BRSLTL,프로젝트관리_협의회결과서기본변경로그,LST_CHG_DTM,최종변경일시,DATE,N,,,N
