No.,표준용어논리명,표준용어물리명,데이터타입,데이터길이,데이터소수점길이,설명,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12699,구상보증서조건변경구분코드,CNGUA_CDCH_TC,VARCHAR2,2,,Counter Guarantee 조건변경구분코드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12700,구상품계좌번호,OD_PRD_ACT_NO,VARCHAR2,20,,구 상품의 계좌번호의 대체번호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12702,구설비투자산업분류코드,OD_EQS_IV_IDS_CLSF_C,VARCHAR2,7,,과거에 사용되던 설비투자산업분류코드(백업용),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12703,구성계정과목코드,CFG_ASJ_C,VARCHAR2,11,,보고서항목을 구성하는 계정과목코드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12704,구성패키지순서일련번호,CFG_PCK_SQN_SNO,NUMBER,9,,손해보험 플랜 구성 패키지순서일련번호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12705,구성항목미등록여부,CFG_ITM_NRG_YN,VARCHAR2,1,,구성항목이 미등록된 경우 Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12706,구속성예금고객전담위원보확인여부,RTD_ARM_CNFM_YN,VARCHAR2,1,,구속성예금에대한 고객전담역보 확인 여부,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12707,구속성예금관계상세코드,RTD_REL_DTL_C,VARCHAR2,2,,구속성예금 관련자의 관계상세코드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12708,구속성예금방카슈랑스건수,RTD_BA_CNT,NUMBER,10,,구속성예금의 수신(방카슈랑스) 건수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12709,구속성예금상품구분코드,RTD_PRD_TC,VARCHAR2,2,,상품별 구속성 체크를 위한 구분코드(10:예금신탁예금성상품,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12710,구속성예금여부,RTD_YN,VARCHAR2,1,,방카슈랑스 신규 거래시 구속성 여부 판단,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12711,구속성예금여유금액,RTD_SRP_AMT,NUMBER,18,3,구속성예금의 여유금액,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12712,구속성예금예금건수,RTD_DETS_CNT,NUMBER,10,,구속성예금의 수신(예금신탁예금성상품) 건수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12713,구속성예금예외승인사유코드,RTD_XCP_APV_RSN_C,VARCHAR2,2,,구속성 거래시 1%룰에 해당되지만 예외적으로 인정하는 사유 코드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12714,구속성예금예외적용사유,RTD_XCP_ALY_RSN,VARCHAR2,2000,,구속성예금관련 예외로 적용하는 사유,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12715,구속성예금집합투자증권건수,RTD_GIS_CNT,NUMBER,10,,구속성예금의 수신(집합투자증권) 건수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12716,구속성예금총합계금액,RTD_TOT_ADU_AMT,NUMBER,18,3,구속성예금의 총합계 금액,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12717,구속성예금퇴직연금건수,RTD_RTP_CNT,NUMBER,10,,구속성예금의 수신(퇴직연금) 건수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12718,구속성예금투자건수,RTD_IV_CNT,NUMBER,10,,구속성예금의 수신(예금신탁투자성상품) 건수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12719,구속성예금팀장확인구분코드,RTD_TLR_CNFM_TC,VARCHAR2,2,,구속성예금에 대한 팀장 확인 구분임.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12720,구속성예금팀장확인여부,RTD_TLR_CNFM_YN,VARCHAR2,1,,구속성예금에 대한 팀장 확인 여부 컬럼 (Y : 확인,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12721,구속성예금판단고객구분코드,RTD_JGT_CST_TC,VARCHAR2,2,,채무자인지 연대보증인지의 구분 (01:채무자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12722,구속성예금판단금액구분코드,RTD_JGT_AMT_TC,VARCHAR2,2,,구속성 예금 판단금액을 구분하는 코드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12723,구속성예금판단기준일자,RTD_JGT_BSE_DT,VARCHAR2,8,,1. 분할기표 운영/사모사채,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12724,구속성예금판단기준일자구분코드,RTD_JGT_BSE_DT_TC,VARCHAR2,2,,이 코드는 구속성예금판단기준일자구분코드를 관리하는 코드입니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12725,구속성예금판단기표구분코드,RTD_JGT_BLT_TC,VARCHAR2,2,,이 코드는 구속성예금판단기표구분코드를 관리하는 코드입니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12726,구속성예금판단대상구분코드,RTD_JGT_TGT_TC,VARCHAR2,2,,구속성 예금 판단 대상을 구분하는 코드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12727,구속성예금판단수신합계건수,RTD_JGT_DP_ADU_CNT,NUMBER,10,,채무자와 연대보증인의 수신(예금신탁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12728,구속성예금판단수신합계금액,RTD_JGT_DP_ADU_AMT,NUMBER,18,3,채무자와 연대보증인의 수신(예금신탁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12729,구속성예금판단여신금액,RTD_JGT_LN_AMT,NUMBER,18,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12730,구속성예금판단여신대비수신비율,RTD_JGT_LN_CPR_DP_RATO,NUMBER,8,5,여신실행일 전후 1개월 이내 취급한 수신상품의 월수입금액을 여신실행금액으로 나눈 값의 백분율. (구속성 예금 여부를 판단하는 비율값),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12731,구속성예금판단여신분류코드,RTD_JGT_LN_CLSF_C,VARCHAR2,2,,이 코드는 구속성예금판단여신분류코드를 관리하는 코드입니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12732,구속성예금합계금액,RTD_ADU_AMT,NUMBER,18,3,여신취급과 관련하여 예입되거나 자유로운 해약ㆍ인출이 제한됨으로써 차주의 자금사용이 제한되는 예ㆍ적금관련 합계금액(예적금,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12733,구속성예금확인구분코드,RTD_CNFM_TC,VARCHAR2,2,,구속성 예금 확인을 구분하는 코드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12734,구속성제외구분코드,OD_ATR_EXC_TC,VARCHAR2,2,,구속성 예금에 해당되지만 구속성예금에서 제외 가능한 구분 코드이다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12735,구속성제외사유코드,OD_ATR_EXC_RSN_C,VARCHAR2,1,,퇴직연금 구속성 확인시 제외처리되는 사유임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12736,구속성제외여부,OD_ATR_EXC_YN,VARCHAR2,1,,예금신탁 상품 신규 거래시 구속성제외할지의 여부,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12737,구속성제외재예치계좌번호,OD_ATR_EXC_RE_DPO_ACT_NO,VARCHAR2,20,,구속성 요건에서 제외대상이 되기 위한 재예치 계좌의 번호이다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12739,구속성차주관계코드,OD_ATR_BRR_REL_C,VARCHAR2,1,,구속성 예금 관현 차주관계코드를 정의한다.(구.8010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12740,구속성차주관계코드명,OD_ATR_BRR_REL_C_NM,VARCHAR2,20,,구속성 예금 관련 차주관계코드(8010)의 명칭을 정의한다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12741,구속성총합계계좌수,OD_ATR_TOT_ADU_ACT_NBR,NUMBER,5,,구속성대상계좌의 총합계  계좌수를 관리한다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12742,구손익항목집계설명,OD_PNL_ITM_TLZ_DES,VARCHAR2,100,,차세대 이전 독립채산손익ID(IS_COA_ID)기준 집계항목 설명,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12743,구스트레스DTI율,OD_SRS_DTI_RT,NUMBER,8,5,(신DTI반영이전) 스트레스 DTI 비율,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12744,구승인과목번호명,OD_APV_SUBJ_NO_NM,VARCHAR2,100,,2006년이전 구승인과목번호에 한글이 존재하는경우 저장(담보현황표 산출시 오류처리용),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12745,구승인번호,OD_APV_NO,VARCHAR2,20,,대환등의 사유로 인해 여신계좌가 신규된 경우 원래의 승인번호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12746,구신규DL거래번호,OD_NW_DL_TRNO,VARCHAR2,14,,구 시스템의 DL거래번호와 신규 시스템의 DL거래번호를 모두 포함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12747,구신규일자,OD_NW_DT,VARCHAR2,8,,구 상품의 신규일자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12748,구신규포지션ID,OD_NW_PT_ID,VARCHAR2,14,,구 시스템의 포지션ID와 신규 시스템의 포지션ID를 모두 포함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12749,구신용등급순위일련번호,OD_CRD_GR_RKG_SNO,NUMBER,9,,10등급체계상의 신용등급순위일련번호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12750,구신용등급하락단계일련번호,OD_CRD_GR_FLL_STG_SNO,NUMBER,9,,10등급체계상의 기준일자와 승인일자 신용등급의 차이,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12751,구아파트동번호,OD_APD_NO,VARCHAR2,4,,아파트 동번호 자체가 변경되는 경우 기존의 동번호를 보관,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12752,구아파트호수번호,OD_APT_NOH_NO,VARCHAR2,4,,아파트 호번호 자체가 변경되는 경우 기존 호번호를 보관,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12754,구연체여부,OD_DECY_YN,VARCHAR2,1,,이전에 산출 된 연체여부,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12755,구온렌딩상담번호,OD_ONLD_CUN_NO,VARCHAR2,9,,이전건에 대한 온렌딩대출 상담번호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12756,구융자상담번호,OD_FN_CUN_NO,VARCHAR2,9,,기존건에 대한 융자상담번호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12757,구임차보증금액,OD_HRE_GRT_AMT,NUMBER,18,3,이전 임차보증금액,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12758,구임차사택관리번호,OD_HRE_CPHS_MNG_NO,VARCHAR2,11,,구 관재 시스템에서 관리되던 임차사택,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12759,구자금구분코드,OD_FUDS_TC,VARCHAR2,6,,구 시스템의 자금구분코드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12760,구자금요청번호,OD_FUDS_REQ_NO,VARCHAR2,15,,구자금의 요청번호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12761,구자금확인번호,OD_FUDS_CNFM_NO,VARCHAR2,17,,해당 구자금확인번호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12762,구자점감사보고서작성정보,OD_OBA_REDT_DWU_INF,CLOB,,,구 자점감사보고서의 작성내용,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12763,구자점감사보고서주요내용,OD_OBA_REDT_MN_CONE,VARCHAR2,600,,구 자점감사보고서의 주요 내용,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764,구적용종료일자,OD_ALY_END_DT,VARCHAR2,8,,구(OLD) 적용 종료일자를 관리한다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765,구전자보증번호,OD_ETR_GRT_NO,VARCHAR2,20,,구(이전) 전자 보증 번호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12766,구제신청여부,AID_RQS_YN,VARCHAR2,1,,구제신청 대상 여부,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12767,구제신청진행상태코드,AID_RQS_PRG_STS_C,VARCHAR2,2,,기업외 채무자 구재신청 상태를 관리(10:진행,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12768,구조조정LGD비율,SRU_ADJ_LGD_RATO,NUMBER,11,6,부도차주가 회생절차 또는 워크아웃 절차 등의 구조조정 프로세스를 거치게 되는 경우,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12769,구조조정관리번호,SRU_ADJ_MNG_NO,VARCHAR2,12,,여신 부실사후의 구조조정관리번호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12770,구조조정구분코드,SRU_ADJ_TC,VARCHAR2,2,,구조조정의 종류를 구분하여 관리하는 코드이다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12771,구조조정기업여부,SRU_ADJ_EPR_YN,VARCHAR2,1,,구조조정 대상 기업 여부 정보,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12772,구조조정대상기업여부,SRU_ADJ_TGT_EPR_YN,VARCHAR2,1,,구조조정대상기업에 대한 여부를 관리함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12773,구조조정미달러제외금액,SRU_ADJ_USD_EXC_AMT,NUMBER,18,3,여신관리부점이 466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12774,구조조정발생구분코드,SRU_ADJ_OCC_TC,VARCHAR2,2,,여신 부실사후의 구조조정발생사유 등록시 구별되는 구조조정발생구분코드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12775,구조조정발생일련번호,SRU_ADJ_OCC_SNO,NUMBER,9,,여신 부실사후의 발생사유등록시 자동채번되는 구조조정발생일련번호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12776,구조조정방법구분코드,SRU_ADJ_MANR_TC,VARCHAR2,5,,구조조정 방법 구분코드 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- 구조조정 차주의 마지막 구조조정 이벤트를 중심으로 구분한다.전체도 포함해야 한다(전체,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12777,구조조정변경금리,SRU_ADJ_CHG_IRT,NUMBER,8,5,구조조정기업 변경금리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12778,구조조정변경만기일자,SRU_ADJ_CHG_XRT_DT,VARCHAR2,8,,구조조정 조건변겨의 변경만기일자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12779,구조조정변경산업한도변동금액,SRU_ADJ_CHG_IDS_LMT_FLX_AMT,NUMBER,18,,구조조정 변동이 일어난 기업들의 기업한도가 상향,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12780,구조조정상세구분코드,SRU_ADJ_DTL_TC,VARCHAR2,2,,여신 부실사후의 구조조정상세구분코드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12781,구조조정상태코드,SRU_ADJ_STS_C,VARCHAR2,2,,구조조정상태를 나타내는 코드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12782,구조조정성공률,SRU_ADJ_SCS_RT,NUMBER,11,6,부도 차주 대상 중 구조조정 성공 종료 차주의 비율.  구조조정_성공_차주수/부도_차주_수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12783,구조조정성공차주수,SRU_ADJ_SCS_BRR_NBR,NUMBER,10,,구조 조정 대상 차주 중,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12784,구조조정신청일자,SRU_ADJ_RQS_DT,VARCHAR2,8,,구조 조정을 신청한 일자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12785,구조조정실담당사용자ID,RTV_BICE_USID,VARCHAR2,14,,구조조정실 이수관 담당사용자ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12786,구조조정실비고사항,RTV_RMK_MAT,VARCHAR2,2000,,구조조정실 이수관시 특이사항,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12787,구조조정실이관점검항목구분코드,RTV_MVI_CKG_ITM_TC,VARCHAR2,2,,구조조정실 이관점검항목을 관리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12788,구조조정실확정여부,RTV_DFN_YN,VARCHAR2,1,,구조조정실 이관 확정 여부,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12789,구조조정여부,SRU_ADJ_YN,VARCHAR2,1,,구조조정대상 기업인지의 여부,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12790,구조조정일련번호,SRU_ADJ_SNO,NUMBER,9,,여신 부실사후의 구조조정일련번호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12791,구조조정자산정상화율,SRU_ADJ_AST_NOZT_RT,NUMBER,11,6,LONGRUN방식 또는 DOWNTURN 방식의 정상화율 추정값,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12792,구조조정절차구분코드,SRU_ADJ_FMT_TC,VARCHAR2,2,,여신 부실사후의 구조조정절차구분코드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12793,구조조정점검관리번호,SRU_ADJ_CKG_MNG_NO,VARCHAR2,12,,여신 부실사후 구조조정점검관리번호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12794,구조조정점검진행상태코드,SRU_ADJ_CKG_PRG_STS_C,VARCHAR2,2,,여신 부실사후의 구조조정점검진행상태코드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12795,구조조정점검항목진행상태코드,SRU_ADJ_CKG_ITM_PRG_STS_C,VARCHAR2,2,,구조조정 이수관시 점검항목의 진행상태를 관리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12796,구조조정정상화비율,SRU_ADJ_NOZT_RATO,NUMBER,11,6,구조 조정 대상 차주 중 구조 조정이 정상적으로 마무리된 차주의 비율( 구조 조정 성공 차주수 / 구조 조정 차주수),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12797,구조조정제외금액,SRU_ADJ_EXC_AMT,NUMBER,18,3,여신관리부점이 466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12798,구조조정종료구분코드,SRU_ADJ_END_TC,VARCHAR2,2,,이 코드는 구조조정종료구분코드를 관리하는 코드입니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12799,구조조정종료등록일자,SRU_ADJ_END_ENR_DT,VARCHAR2,8,,구조조정종료등록일자를 관리하는 용어이다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12800,구조조정종료일자,SRU_ADJ_END_DT,VARCHAR2,8,,구조조정종료일자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PSC050100100 : 구조조정 절차 기업""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12801,구조조정중지일자,SRU_ADJ_ABT_DT,VARCHAR2,8,,구조조정관리의 중단일자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12802,구조조정진행상태코드,SRU_ADJ_PRG_STS_C,VARCHAR2,2,,여신 부실사후의 구조조정진행상태코드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12803,구조조정차주수,SRU_ADJ_BRR_NBR,NUMBER,10,,구조조정 대상 차주수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12804,구조조정해제사유코드,SRU_ADJ_RLS_RSN_C,VARCHAR2,2,,구조조정종료정보에 따른 해제사유관리코드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12805,구조화금융여부,STRC_FNN_YN,VARCHAR2,1,,구조화금융 포함 여부,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12806,구조화산금채구분코드,STRC_IFD_TC,VARCHAR2,1,,구조화 산금채를 구분하여 관리한다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12807,구조화산금채구분코드명,STRC_IFD_TC_NM,VARCHAR2,500,,구조화산금채구분코드의 명칭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12808,구조화상품계좌구분코드,STRC_PRD_ACT_TC,VARCHAR2,2,,익스포저포지션ID가 모계좌/모계좌의 기초자산계좌/자펀드의 기초자산계좌/추가리스크식별 인지 구분하는 코드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 - 10 : 모계좌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 - 20 : (자계좌)모계좌의 기초자산계좌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 - 30 : (손자계좌)자계좌의 기초자산계좌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 - 40 : 추가리스크식별,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" - 99 : 기타""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12809,구조화상품구분코드,STRC_PRD_TC,VARCHAR2,2,,구조화상품이 집합투자증권인지 유동화증권인지 구분하는 코드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- 10(집합투자증권)/20(유동화증권)/30(연결기준자회사)/99(기타),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"- 모계좌기준정보 자계좌/손자계좌 매핑""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12810,구조화예금변경구분코드,STRC_DETS_CHG_TC,VARCHAR2,2,,구조화예금 변경처리시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12811,구조화예금상태구분코드,STRC_DETS_STS_TC,VARCHAR2,2,,구조화예금 처리상태 관리코드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12812,구조화예금일련번호,STRC_DETS_SNO,NUMBER,9,,구조화예금신규시 채번된 신규일련번호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12813,구조화예금적용금리,STRC_DETS_ALY_IRT,NUMBER,8,5,구조화예금의 적용금리를 말한다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12814,구조화예금적용금리구분코드,STRC_DETS_ALY_IRT_TC,VARCHAR2,2,,구조화예금 적용금리구분코드 (01.고정 02.변동),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12815,구조화예금평가계좌번호,STRC_DETS_EVL_ACT_NO,VARCHAR2,20,,구조화예금 평가시 사용되는 계좌번호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12816,구주식종목단축코드,OD_STK_STITM_SNG_C,VARCHAR2,9,,주식종목단축코드 변경시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12817,구주식코드내용,OD_STK_C_CONE,VARCHAR2,20,,구 주식의 기타 코드/번호 내용,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12818,구주투자허용누적비율,OST_IV_ALLW_ACM_RATO,NUMBER,9,4,[구주_투자_허용_누계_비율] : 예전 주식에 투자에 대한 허용 누계액 비율,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12819,구주투자허용잔액비율,OST_IV_ALLW_BBL_RATO,NUMBER,9,4,[구주_투자_허용_잔액_비율] : 예전 주식에 투자에 대한 허용 잔액 비율,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12820,구청설명,BOOF_DES,VARCHAR2,300,,아파트 단지가 위치하는 구청 정보,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12821,구최초시점신용등급순위일련번호,OD_FST_PTM_CRD_GR_RKG_SNO,NUMBER,9,,10등급체계상 최초시점신용등급순위일련번호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12822,구축물수량내용,STR_QTY_CONE,VARCHAR2,200,,구축물의 수량에 관한 구체적인 내용,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
