No.,표준용어논리명,표준용어물리명,데이터타입,데이터길이,데이터소수점길이,도메인그룹
1852,4일외화예금대미환산금액,D4_FC_DETS_TOUS_CVS_AMT,NUMBER,24,6,금액
1853,4일전변동성추이값,D4_BF_VLTL_TSI_VL,NUMBER,18,6,수
1854,4일전영업일자,D4_BF_SLS_DT,VARCHAR2,8,,날짜
1855,4일집계금액,D4_TLZ_AMT,NUMBER,18,3,금액
1856,4일차집계금액,SD4_TLZ_AMT,NUMBER,18,3,금액
1857,4일후영업일자,D4_AF_SLS_DT,VARCHAR2,8,,날짜
1858,4종주의사고건수,CL4_CAU_ACD_CNT,NUMBER,10,,수
1859,4종주의코드건수,CL4_CAU_C_CNT,NUMBER,10,,수
1860,4차2군계좌보유은행주소,SQ4_GR_ACT_HLD_BNK_ADDR,VARCHAR2,50,,연락처
1861,4차2군발주은행주소,SQ4_GR_ODR_BNK_ADDR,VARCHAR2,50,,연락처
1862,4차2군중계은행주소,SQ4_GR_RLY_BNK_ADDR,VARCHAR2,50,,연락처
1863,4차IP,SQ4_IP,VARCHAR2,20,,내용
1864,4차MAC주소,SQ4_MAC_ADDR,VARCHAR2,20,,연락처
1865,4차거래일련번호,SQ4_TR_SNO,NUMBER,9,,일련번호
1866,4차거래일자,SQ4_TR_DT,VARCHAR2,8,,날짜
1867,4차결제계좌보유기관명주소,SQ4_STM_ACT_HLD_IST_NM_ADDR,VARCHAR2,50,,연락처
1868,4차글로벌발송DEPO은행주소,SQ4_GBL_SD_DEPO_BNK_ADDR,VARCHAR2,50,,연락처
1869,4차글로벌발주은행주소,SQ4_GBL_ODR_BNK_ADDR,VARCHAR2,50,,연락처
1870,4차글로벌송금계좌보유금융기관주소,SQ4_GBL_RMI_ACT_HLD_FIT_ADDR,VARCHAR2,50,,연락처
1871,4차글로벌송금발송기관주소,SQ4_GBL_RMI_SD_IST_ADDR,VARCHAR2,50,,연락처
1872,4차글로벌수취DEPO은행주소,SQ4_GBL_RECV_DEPO_BNK_ADDR,VARCHAR2,50,,연락처
1873,4차당행결제은행명주소,SQ4_TBN_STM_BNK_NM_ADDR,VARCHAR2,50,,연락처
1874,4차반기항목값,SQ4_HY_ITM_VL,NUMBER,28,10,수
1875,4차발송금융기관주소,SQ4_SD_FIT_ADDR,VARCHAR2,50,,연락처
1876,4차부가정보내용,SQ4_ADN_INF_CONE,VARCHAR2,300,,내용
1877,4차분기항목값,SQ4_QRT_ITM_VL,NUMBER,28,10,수
1878,4차산업혁명핵심기준기술여부,SQ4_INRE_THPT_BSE_SKL_YN,VARCHAR2,1,,여부
1879,4차설문응답내용,SQ4_QUS_RPD_CONE,VARCHAR2,300,,내용
1880,4차수취기관명주소,SQ4_RECV_IST_NM_ADDR,VARCHAR2,50,,연락처
1881,4차수표번호,SQ4_CHK_NO,VARCHAR2,8,,번호
1882,4차수혜자금융기관주소,SQ4_BEN_FIT_ADDR,VARCHAR2,50,,연락처
1883,4차수혜자은행명주소,SQ4_BEN_BNK_NM_ADDR,VARCHAR2,50,,연락처
1884,4차의뢰인고객주소,SQ4_CLR_CST_ADDR,VARCHAR2,50,,연락처
1885,4차전형면접일시,SQ4_SCN_ITV_DTM,DATE,,,날짜
1886,4차전형명,SQ4_SCN_NM,VARCHAR2,100,,명칭
1887,4차전형비고,SQ4_SCN_RMK,VARCHAR2,300,,내용
1888,4차전화통화단계구분코드,SQ4_TCV_STG_TC,VARCHAR2,2,,코드
1889,4차제3자정산은행주소,SQ4_TDPR_XCL_BNK_ADDR,VARCHAR2,50,,연락처
1890,4차중개은행명주소,SQ4_IMD_BNK_NM_ADDR,VARCHAR2,50,,연락처
1891,4차중계은행명주소,SQ4_RLY_BNK_NM_ADDR,VARCHAR2,50,,연락처
1892,4차지시기관명주소,SQ4_ORS_IST_NM_ADDR,VARCHAR2,50,,연락처
1893,4차타행결제은행명주소,SQ4_OBK_STM_BNK_NM_ADDR,VARCHAR2,50,,연락처
1894,4차퇴직예상급여금액,SQ4_RTM_ATP_SLY_AMT,NUMBER,24,6,금액
1895,4회차메시지입출력단말번호,OD4_MSG_IOT_TMN_NO,VARCHAR2,10,,번호
1896,4회차알림기준월일,OD4_INFM_BSE_MD,VARCHAR2,4,,날짜
1897,4회차유예등록일자,OD4_GRAE_ENR_DT,VARCHAR2,8,,날짜
1898,4회차유예사유,OD4_GRAE_RSN,VARCHAR2,600,,내용
1899,4회차유예일자,OD4_GRAE_DT,VARCHAR2,8,,날짜
1900,50대연령,A50_AGE,NUMBER,10,,단위
1901,50대연령고객수,A50_AGE_CST_NBR,NUMBER,10,,수
1902,50대연령수신잔액,A50_AGE_DP_BBL,NUMBER,21,3,금액
1903,50세1순위연금예상수령내용,AGE50_RK1_PNS_ATP_RCV_CONE,VARCHAR2,500,,내용
1904,50세1순위적립예정금액,AGE50_RK1_RSV_MPL_AMT,NUMBER,18,3,금액
1905,50세2순위연금예상수령내용,AGE50_RK2_PNS_ATP_RCV_CONE,VARCHAR2,500,,내용
1906,50세2순위적립예정금액,AGE50_RK2_RSV_MPL_AMT,NUMBER,18,3,금액
1907,50세3순위연금예상수령내용,AGE50_RK3_PNS_ATP_RCV_CONE,VARCHAR2,500,,내용
1908,50세3순위적립예정금액,AGE50_RK3_RSV_MPL_AMT,NUMBER,18,3,금액
1909,52주최고가격,W52_HIT_PR,NUMBER,18,3,금액
1910,52주최고일자,W52_HIT_DT,VARCHAR2,8,,날짜
1911,52주최고지수,W52_HIT_IXN,NUMBER,18,3,수
1912,52주최저가격,W52_LOW_PR,NUMBER,18,3,금액
1913,52주최저일자,W52_LOW_DT,VARCHAR2,8,,날짜
1914,52주최저지수,W52_LOW_IXN,NUMBER,18,3,수
1915,55세납입종료일자,AGE55_PAIN_END_DT,VARCHAR2,8,,날짜
1916,55세도래납입예상총금액,AGE55_ADV_PAIN_ATP_TOT_AMT,NUMBER,18,3,금액
1917,55세연금개시예정일자,AGE55_PNS_OPG_MPL_DT,VARCHAR2,8,,날짜
1918,55세연금수령금액,AGE55_PNS_RCV_AMT,NUMBER,18,3,금액
1919,55세연금수령연도,AGE55_PNS_RCV_YY,VARCHAR2,4,,날짜
1920,55세연금수령종료일자,AGE55_PNS_RCV_END_DT,VARCHAR2,8,,날짜
1921,56세연금수령금액,AGE56_PNS_RCV_AMT,NUMBER,18,3,금액
1922,56세연금수령연도,AGE56_PNS_RCV_YY,VARCHAR2,4,,날짜
1923,57세연금수령금액,AGE57_PNS_RCV_AMT,NUMBER,18,3,금액
1924,57세연금수령연도,AGE57_PNS_RCV_YY,VARCHAR2,4,,날짜
1925,58세연금수령금액,AGE58_PNS_RCV_AMT,NUMBER,18,3,금액
1926,58세연금수령연도,AGE58_PNS_RCV_YY,VARCHAR2,4,,날짜
1927,59세연금수령금액,AGE59_PNS_RCV_AMT,NUMBER,18,3,금액
1928,59세연금수령연도,AGE59_PNS_RCV_YY,VARCHAR2,4,,날짜
1929,5개월가산율,M5_ADAL_RT,NUMBER,8,5,율/비율
1930,5개월전KCB계좌상태코드,M5_BF_KCB_ACT_STS_C,VARCHAR2,1,,코드
1931,5개월전대출건수,M5_BF_LD_CNT,NUMBER,10,,수
1932,5개월전대출금액,M5_BF_LD_AMT,NUMBER,18,3,금액
1933,5개월전보유신용카드수,M5_BF_HLD_CRC_NBR,NUMBER,10,,수
1934,5개월전사용신용카드수,M5_BF_USE_CRC_NBR,NUMBER,10,,수
1935,5개월전신용카드총사용금액,M5_BF_CRC_TOT_USE_AMT,NUMBER,18,3,금액
1936,5개월전연체대출건수,M5_BF_DECY_LD_CNT,NUMBER,10,,수
1937,5개월전연체대출금액,M5_BF_DECY_LD_AMT,NUMBER,18,3,금액
1938,5개월전잔액,M5_BF_BBL,NUMBER,18,,금액
1939,5개월전총한도합계금액,M5_BF_TOT_LMT_ADU_AMT,NUMBER,18,3,금액
1940,5개월전최장연체일수,M5_BF_LGS_DECY_DDS,NUMBER,5,,수
1941,5개월전한국신용정보계좌상태코드,M5_BF_NICE_ACT_STS_C,VARCHAR2,1,,코드
1942,5개월전할부사용금액,M5_BF_ISTM_USE_AMT,NUMBER,18,3,금액
1943,5개월전할부사용신용카드수,M5_BF_ISTM_USE_CRC_NBR,NUMBER,10,,수
1944,5개월전현금서비스사용금액,M5_BF_CAV_USE_AMT,NUMBER,18,3,금액
1945,5개월전현금서비스사용신용카드수,M5_BF_CAV_USE_CRC_NBR,NUMBER,10,,수
1946,5개월전현금서비스한도합계금액,M5_BF_CAV_LMT_ADU_AMT,NUMBER,18,3,금액
1947,5개월초과6개월이하금액,M5_XCS_M6_BLW_AMT,NUMBER,18,3,금액
1948,5구간건수,SET5_CNT,NUMBER,5,,수
1949,5구간금리,SET5_IRT,NUMBER,8,5,율/비율
1950,5군회수정책규칙사유명,GR5_RCM_PLCY_RUL_RSN_NM,VARCHAR2,4,,명칭
1951,5군회수판정결과내용,GR5_RCM_JDG_RLT_CONE,VARCHAR2,300,,내용
1952,5군회수판정결과명,GR5_RCM_JDG_RLT_NM,VARCHAR2,10,,명칭
1953,5군회수판정결과코드,GR5_RCM_JDG_RLT_C,VARCHAR2,2,,코드
1954,5년결산년월,Y5_SOA_YM,VARCHAR2,6,,날짜
1955,5년기준항목명,Y5_BSE_ITM_NM,VARCHAR2,200,,명칭
1956,5년누적수익률,Y5_ACM_ERN_RT,NUMBER,13,10,율/비율
1957,5년상환예정금액,Y5_RPMP_AMT,NUMBER,18,3,금액
1958,5년상환예정이자,Y5_RPMP_INT,NUMBER,18,3,금액
1959,5년수수료율,Y5_FEE_RT,NUMBER,8,5,율/비율
1960,5년스왑거래환율,Y5_SWP_TR_XCR,NUMBER,11,6,율/비율
1961,5년유지율,Y5_MATN_RT,NUMBER,8,5,율/비율
1962,5년이내기준통화환산금액,WIY5_BSE_CUR_CVS_AMT,NUMBER,18,3,금액
1963,5년이내상환계획금액,WIY5_REPA_PLN_AMT,NUMBER,18,3,금액
1964,5년이내상환계획이자,WIY5_REPA_PLN_INT,NUMBER,18,3,금액
1965,5년이내상환금액,WIY5_REPA_AMT,NUMBER,18,3,금액
1966,5년이내상환기준통화환산금액,WIY5_REPA_BSE_CUR_CVS_AMT,NUMBER,18,3,금액
1967,5년이내상환원화환산금액,WIY5_REPA_WONC_AMT,NUMBER,18,,금액
1968,5년이내신용리스크율,WIY5_CRD_RISK_RT,NUMBER,8,5,율/비율
1969,5년이내외화금액,WIY5_FC_AMT,NUMBER,18,3,금액
1970,5년이내원화금액,WIY5_WON_AMT,NUMBER,18,,금액
1971,5년이내자본비율,WIY5_CPIT_RATO,NUMBER,8,5,율/비율
1972,5년이내추가마진율,WIY5_APN_MG_RT,NUMBER,8,5,율/비율
1973,5년이하금액,Y5_BLW_AMT,NUMBER,18,3,금액
1974,5년적용이율,Y5_ALY_ITSR,NUMBER,15,10,율/비율
1975,5년초과7년이하금액,Y5_XCS_Y7_BLW_AMT,NUMBER,18,3,금액
1976,5년초과금액,Y5_XCS_AMT,NUMBER,18,3,금액
1977,5년초과기준통화환산금액,Y5_XCS_BSE_CUR_CVS_AMT,NUMBER,18,3,금액
1978,5년초과상환금액,Y5_XCS_REPA_AMT,NUMBER,18,3,금액
1979,5년초과상환기준통화환산금액,Y5_XCS_REPA_BSE_CUR_CVS_AMT,NUMBER,18,3,금액
1980,5년초과상환원화환산금액,Y5_XCS_REPA_WONC_AMT,NUMBER,18,,금액
1981,5년초과외화금액,Y5_XCS_FC_AMT,NUMBER,18,3,금액
1982,5년초과원화금액,Y5_XCS_WON_AMT,NUMBER,18,,금액
1983,5년평균표시여부,Y5_AVR_IDC_YN,VARCHAR2,1,,여부
1984,5년후상환금액,Y5_AF_REPA_AMT,NUMBER,18,3,금액
1985,5년후상환예정금액,Y5_AF_RPMP_AMT,NUMBER,18,3,금액
1986,5년후상환예정이자,Y5_AF_RPMP_INT,NUMBER,18,3,금액
1987,5단계카테고리명,ST5_CTG_NM,VARCHAR2,300,,명칭
1988,5대신산업업종여부,SL5_NE_IDS_TOB_YN,VARCHAR2,1,,여부
1989,5레벨계정과목명,LV5_ASJ_NM,VARCHAR2,100,,명칭
1990,5레벨계정과목코드,LV5_ASJ_C,VARCHAR2,11,,코드
1991,5레벨금융감독원계정과목코드,LV5_FSS_ASJ_C,VARCHAR2,7,,코드
1992,5레벨내부거래회계상품구분코드,LV5_ITN_TR_FSC_PRD_TC,VARCHAR2,13,,코드
1993,5레벨상위계정과목명,LV5_HRK_ASJ_NM,VARCHAR2,200,,명칭
1994,5레벨상위계정과목코드,LV5_HRK_ASJ_C,VARCHAR2,11,,코드
1995,5레벨상위관리회계계정코드,LV5_HRK_MNG_FSC_ATS_C,VARCHAR2,15,,코드
1996,5레벨상위상품코드,LV5_HRK_PRD_C,VARCHAR2,12,,코드
1997,5레벨자회사계정과목코드,LV5_SDC_ASJ_C,VARCHAR2,20,,코드
1998,5레벨한국은행계정과목ID,LV5_BOK_ASJ_ID,VARCHAR2,8,,ID
1999,5만원매수,TW50_NOSH,NUMBER,10,,수
2000,5백만원미만대출기관건수내용,MW5_UND_LD_IST_CNT_CONE,VARCHAR2,20,,내용
2001,5분고가가격,MIN5_HPR_PR,NUMBER,18,3,금액
2002,5분시가가격,MIN5_MKPR_PR,NUMBER,18,3,금액
2003,5분저가가격,MIN5_LOWP_PR,NUMBER,18,3,금액
2004,5분체결TICK수,MIN5_CNCL_TCK_NBR,NUMBER,10,,수
2005,5분체결금액,MIN5_CNCL_AMT,NUMBER,18,3,금액
2006,5분체결수량,MIN5_CNCL_QTY,NUMBER,10,,단위
2007,5순위보증금액,RK5_GRT_AMT,NUMBER,18,,금액
2008,5순위책임사용자ID,RK5_RSP_USID,VARCHAR2,14,,ID
2009,5십만원매수,HTW5_NOSH,NUMBER,10,,수
2010,5월고객기여도등급코드,MAY_CST_CDG_GR_C,VARCHAR2,1,,코드
2011,5월납입금액,MAY_PAIN_AMT,NUMBER,24,6,금액
2012,5월납입일,MAY_PAIN_DD,VARCHAR2,2,,날짜
2013,5월납입일자,MAY_PAIN_DT,VARCHAR2,8,,날짜
2014,5월물금리,VM5_IRT,NUMBER,8,5,율/비율
2015,5월수출실적자사금액,MAY_EXP_RSL_OCM_AMT,NUMBER,18,3,금액
2016,5월수출실적타사금액,MAY_EXP_RSL_OCP_AMT,NUMBER,18,3,금액
2017,5월수출실적합계금액,MAY_EXP_RSL_ADU_AMT,NUMBER,18,3,금액
2018,5월이자상환금액,MAY_INT_REPA_AMT,NUMBER,18,3,금액
2019,5월이자상환일자,MAY_INT_REPA_DT,VARCHAR2,8,,날짜
2020,5월집계금액,MAY_TLZ_AMT,NUMBER,18,3,금액
2021,5월합계건수,MAY_ADU_CNT,NUMBER,10,,수
2022,5일엔화예금대미환산금액,D5_JPY_DETS_TOUS_CVS_AMT,NUMBER,24,6,금액
2023,5일외화예금대미환산금액,D5_FC_DETS_TOUS_CVS_AMT,NUMBER,24,6,금액
2024,5일전변동성추이값,D5_BF_VLTL_TSI_VL,NUMBER,18,6,수
2025,5일전영업일자,D5_BF_SLS_DT,VARCHAR2,8,,날짜
2026,5일집계금액,D5_TLZ_AMT,NUMBER,18,3,금액
2027,5일차집계금액,SD5_TLZ_AMT,NUMBER,18,3,금액
2028,5일평균주식가격,D5_AVR_STK_PR,NUMBER,18,3,금액
2029,5일후영업일자,D5_AF_SLS_DT,VARCHAR2,8,,날짜
2030,5일후일자,D5_AF_DT,VARCHAR2,8,,날짜
2031,5점이동구간구분코드,SR5_SFT_SCTN_TC,VARCHAR2,1,,코드
2032,5차IP,SQ5_IP,VARCHAR2,20,,내용
2033,5차MAC주소,SQ5_MAC_ADDR,VARCHAR2,20,,연락처
2034,5차거래일련번호,SQ5_TR_SNO,NUMBER,9,,일련번호
2035,5차거래일자,SQ5_TR_DT,VARCHAR2,8,,날짜
2036,5차부가정보내용,SQ5_ADN_INF_CONE,VARCHAR2,300,,내용
2037,5차설문응답내용,SQ5_QUS_RPD_CONE,VARCHAR2,300,,내용
2038,5차수표번호,SQ5_CHK_NO,VARCHAR2,8,,번호
2039,5차전형면접일시,SQ5_SCN_ITV_DTM,DATE,,,날짜
2040,5차전형명,SQ5_SCN_NM,VARCHAR2,100,,명칭
2041,5차전형비고,SQ5_SCN_RMK,VARCHAR2,300,,내용
2042,5차퇴직예상급여금액,SQ5_RTM_ATP_SLY_AMT,NUMBER,24,6,금액
2043,5퍼센트NPV산출값,P5_NPV_CPUT_VL,NUMBER,18,3,수
2044,5퍼센트NPV산출값시나리오일련번호,P5_NPV_CPUT_VL_SRO_SNO,NUMBER,9,,일련번호
2045,5퍼센트이상내입여부,P5_OVR_POA_YN,VARCHAR2,1,,여부
2046,60개월유동성프리미엄률,M60_LQT_PMUM_RT,NUMBER,11,6,율/비율
2047,60대연령,A60_AGE,NUMBER,10,,단위
2048,60대연령고객수,A60_AGE_CST_NBR,NUMBER,10,,수
2049,60대연령수신잔액,A60_AGE_DP_BBL,NUMBER,21,3,금액
2050,60분고가가격,MIN60_HPR_PR,NUMBER,18,3,금액
2051,60분시가가격,MIN60_MKPR_PR,NUMBER,18,3,금액
2052,60분저가가격,MIN60_LOWP_PR,NUMBER,18,3,금액
2053,60분체결TICK수,MIN60_CNCL_TCK_NBR,NUMBER,10,,수
2054,60분체결금액,MIN60_CNCL_AMT,NUMBER,18,3,금액
2055,60분체결수량,MIN60_CNCL_QTY,NUMBER,10,,단위
2056,60세1순위연금예상수령내용,AGE60_RK1_PNS_ATP_RCV_CONE,VARCHAR2,500,,내용
2057,60세1순위적립예정금액,AGE60_RK1_RSV_MPL_AMT,NUMBER,18,3,금액
2058,60세2순위연금예상수령내용,AGE60_RK2_PNS_ATP_RCV_CONE,VARCHAR2,500,,내용
2059,60세2순위적립예정금액,AGE60_RK2_RSV_MPL_AMT,NUMBER,18,3,금액
2060,60세3순위연금예상수령내용,AGE60_RK3_PNS_ATP_RCV_CONE,VARCHAR2,500,,내용
2061,60세3순위적립예정금액,AGE60_RK3_RSV_MPL_AMT,NUMBER,18,3,금액
2062,60세납입종료일자,AGE60_PAIN_END_DT,VARCHAR2,8,,날짜
2063,60세도래납입예상총금액,AGE60_ADV_PAIN_ATP_TOT_AMT,NUMBER,18,3,금액
2064,60세연금개시예정일자,AGE60_PNS_OPG_MPL_DT,VARCHAR2,8,,날짜
2065,60세연금수령금액,AGE60_PNS_RCV_AMT,NUMBER,18,3,금액
2066,60세연금수령연도,AGE60_PNS_RCV_YY,VARCHAR2,4,,날짜
2067,60세연금수령종료일자,AGE60_PNS_RCV_END_DT,VARCHAR2,8,,날짜
2068,60일미만스프레드금리,D60_UND_SRD_IRT,NUMBER,8,5,율/비율
2069,60일이상90일이하스프레드금리,D60_OVR_D90_BLW_SRD_IRT,NUMBER,8,5,율/비율
2070,60일평균VAR금액,D60_AVR_VAR_AMT,NUMBER,18,3,금액
2071,60일평균스트레스VAR금액,D60_AVR_SRS_VAR_AMT,NUMBER,18,3,금액
2072,60일평균주식가격,D60_AVR_STK_PR,NUMBER,18,3,금액
2073,61세연금수령금액,AGE61_PNS_RCV_AMT,NUMBER,18,3,금액
2074,61세연금수령연도,AGE61_PNS_RCV_YY,VARCHAR2,4,,날짜
2075,62세연금수령금액,AGE62_PNS_RCV_AMT,NUMBER,18,3,금액
2076,62세연금수령연도,AGE62_PNS_RCV_YY,VARCHAR2,4,,날짜
2077,63세연금수령금액,AGE63_PNS_RCV_AMT,NUMBER,18,3,금액
2078,63세연금수령연도,AGE63_PNS_RCV_YY,VARCHAR2,4,,날짜
2079,64세연금수령금액,AGE64_PNS_RCV_AMT,NUMBER,18,3,금액
2080,64세연금수령연도,AGE64_PNS_RCV_YY,VARCHAR2,4,,날짜
2081,65세연금수령금액,AGE65_PNS_RCV_AMT,NUMBER,18,3,금액
2082,65세연금수령연도,AGE65_PNS_RCV_YY,VARCHAR2,4,,날짜
2083,66세연금수령금액,AGE66_PNS_RCV_AMT,NUMBER,18,3,금액
2084,66세연금수령연도,AGE66_PNS_RCV_YY,VARCHAR2,4,,날짜
2085,67세연금수령금액,AGE67_PNS_RCV_AMT,NUMBER,18,3,금액
2086,67세연금수령연도,AGE67_PNS_RCV_YY,VARCHAR2,4,,날짜
2087,68세연금수령금액,AGE68_PNS_RCV_AMT,NUMBER,18,3,금액
2088,68세연금수령연도,AGE68_PNS_RCV_YY,VARCHAR2,4,,날짜
2089,69세연금수령금액,AGE69_PNS_RCV_AMT,NUMBER,18,3,금액
2090,69세연금수령연도,AGE69_PNS_RCV_YY,VARCHAR2,4,,날짜
2091,6T구분코드,SIXT_TC,VARCHAR2,2,,코드
2092,6T구분코드명,SIXT_TC_NM,VARCHAR2,500,,명칭
2093,6T구분코드변경여부,SIXT_TC_CHG_YN,VARCHAR2,1,,여부
2094,6개월15일신용카드기관사용내용,M6_D15_CRC_IST_USE_CONE,VARCHAR2,20,,내용
2095,6개월15일현금서비스기관사용내용,M6_D15_CAV_IST_USE_CONE,VARCHAR2,20,,내용
2096,6개월1년여신만기금액,M6_Y1_LN_XRT_AMT,NUMBER,21,,금액
2097,6개월가산율,M6_ADAL_RT,NUMBER,8,5,율/비율
2098,6개월개설신용카드기관수내용,M6_OPN_CRC_IST_NBR_CONE,VARCHAR2,20,,내용
2099,6개월계산평균금액,M6_CAL_AVR_AMT,NUMBER,18,3,금액
2100,6개월금리,M6_IRT,NUMBER,8,5,율/비율
2101,6개월기간수익률,M6_TRM_ERN_RT,NUMBER,13,10,율/비율
2102,6개월기간펀드수익률,M6_TRM_FND_ERN_RT,NUMBER,11,6,율/비율
2103,6개월대비시가총금액,M6_CPR_MKPR_TOT_AMT,NUMBER,21,,금액
2104,6개월대비지수변동값,M6_CPR_IXN_FLX_VL,NUMBER,28,10,수
2105,6개월대비지수수익값,M6_CPR_IXN_ERN_VL,NUMBER,28,10,수
2106,6개월미만금액,M6_UND_AMT,NUMBER,18,3,금액
2107,6개월미만이자,M6_UND_INT,NUMBER,18,3,금액
2108,6개월변동외화조달스프레드율,M6_FLX_FC_PCM_SRD_RT,NUMBER,11,6,율/비율
2109,6개월선도환율,M6_LDR_XCR,NUMBER,11,6,율/비율
2110,6개월수신평잔,M6_DP_AVB,NUMBER,18,3,금액
2111,6개월수익률,M6_ERN_RT,NUMBER,13,10,율/비율
2112,6개월신규금액가중가산금리,M6_NW_AMT_WTG_ADAL_IRT,NUMBER,8,5,율/비율
2113,6개월신규금액구성비,M6_NW_AMT_CFG_XP,NUMBER,18,3,금액
2114,6개월신규금액기준만기구성비,M6_NW_AMT_BSE_XRT_CFG_XP,NUMBER,18,3,금액
2115,6개월신규대출약정총액내용,M6_NW_LD_MCTC_TTAM_CONE,VARCHAR2,20,,내용
2116,6개월신용카드판매총합계금액내용,M6_CRC_SLE_TOT_ADU_AMT_CONE,VARCHAR2,20,,내용
2117,6개월신용카드현금서비스기관사용내용,M6_CRC_CAV_IST_USE_CONE,VARCHAR2,20,,내용
2118,6개월연장여부,M6_XTS_YN,VARCHAR2,1,,여부
2119,6개월운용벤치마킹금액,M6_UTZ_BMK_AMT,NUMBER,18,3,금액
2120,6개월운용펀드금액,M6_UTZ_FND_AMT,NUMBER,18,3,금액
2121,6개월유동성프리미엄률,M6_LQT_PMUM_RT,NUMBER,11,6,율/비율
2122,6개월은행명,M6_BNK_NM,VARCHAR2,60,,명칭
2123,6개월이내기준통화환산금액,WIM6_BSE_CUR_CVS_AMT,NUMBER,18,3,금액
2124,6개월이내기타업종신용정보조회건수,WIM6_ETC_TOB_CRD_INF_INQ_CNT,NUMBER,10,,수
2125,6개월이내대출기관건수내용,WIM6_LD_IST_CNT_CONE,VARCHAR2,20,,내용
2126,6개월이내만기금액,WIM6_XRT_AMT,NUMBER,18,3,금액
2127,6개월이내보험신용정보조회건수,WIM6_ISR_CRD_INF_INQ_CNT,NUMBER,10,,수
2128,6개월이내상환금액,WIM6_REPA_AMT,NUMBER,18,3,금액
2129,6개월이내상환기준통화환산금액,WIM6_REPA_BSE_CUR_CVS_AMT,NUMBER,18,3,금액
2130,6개월이내상환원화환산금액,WIM6_REPA_WONC_AMT,NUMBER,18,,금액
2131,6개월이내시설자금만기도래건수,WIM6_FFD_XRT_ADV_CNT,NUMBER,3,,수
2132,6개월이내시설자금만기도래금액,WIM6_FFD_XRT_ADV_AMT,NUMBER,21,,금액
2133,6개월이내신용공여만기도래건수,WIM6_GOC_XRT_ADV_CNT,NUMBER,3,,수
2134,6개월이내신용공여만기도래금액,WIM6_GOC_XRT_ADV_AMT,NUMBER,21,,금액
2135,6개월이내신용정보조회건수,WIM6_CRD_INF_INQ_CNT,NUMBER,10,,수
2136,6개월이내외화금액,WIM6_FC_AMT,NUMBER,18,3,금액
2137,6개월이내운전자금만기도래건수,WIM6_WFD_FUDS_XRT_ADV_CNT,NUMBER,3,,수
2138,6개월이내운전자금만기도래금액,WIM6_WFD_FUDS_XRT_ADV_AMT,NUMBER,21,,금액
2139,6개월이내원화금액,WIM6_WON_AMT,NUMBER,18,,금액
2140,6개월이내은행신용정보조회건수,WIM6_BNK_CRD_INF_INQ_CNT,NUMBER,10,,수
2141,6개월이내저축은행신용정보조회건수,WIM6_SVB_CRD_INF_INQ_CNT,NUMBER,10,,수
2142,6개월이내총대출금액내용,WIM6_TOT_LD_AMT_CONE,VARCHAR2,20,,내용
2143,6개월이내카드신용정보조회건수,WIM6_CAD_CRD_INF_INQ_CNT,NUMBER,10,,수
2144,6개월이내할부금융신용정보조회건수,WIM6_IFN_CRD_INF_INQ_CNT,NUMBER,10,,수
2145,6개월이동평잔,M6_SFT_AVB,NUMBER,18,3,금액
2146,6개월이동평잔원화환산금액,M6_SFT_AVB_WONC_AMT,NUMBER,21,3,금액
2147,6개월이자주기스프레드율,M6_INT_CLE_SRD_RT,NUMBER,11,6,율/비율
2148,6개월이하금액,M6_BLW_AMT,NUMBER,18,3,금액
2149,6개월이하여신금액,M6_BLW_LN_AMT,NUMBER,18,3,금액
2150,6개월이하연체금리,M6_BLW_DECY_IRT,NUMBER,8,5,율/비율
2151,6개월이하이자,M6_BLW_INT,NUMBER,18,3,금액
2152,6개월장기외화조달스프레드율,M6_LTM_FC_PCM_SRD_RT,NUMBER,11,6,율/비율
2153,6개월장기외화조달평균스프레드율,M6_LTM_FC_PCM_AVR_SRD_RT,NUMBER,11,6,율/비율
2154,6개월적수원화환산금액,M6_ALA_WONC_AMT,NUMBER,18,,금액
2155,6개월적용이율,M6_ALY_ITSR,NUMBER,15,10,율/비율
2156,6개월전KCB계좌상태코드,M6_BF_KCB_ACT_STS_C,VARCHAR2,1,,코드
2157,6개월전금리,M6_BF_IRT,NUMBER,8,5,율/비율
2158,6개월전금리차이적용금리,M6_BF_IRT_DFF_ALY_IRT,NUMBER,8,5,율/비율
2159,6개월전대비금리변동값,M6_BF_CPR_IRT_FLX_VL,NUMBER,18,6,수
2160,6개월전대비금리변동성값,M6_BF_CPR_IRT_VLTL_VL,NUMBER,18,3,수
2161,6개월전대비금리변동성적용금리,M6_BF_CPR_IRT_VLTL_ALY_IRT,NUMBER,8,5,율/비율
2162,6개월전대비금리차이값,M6_BF_CPR_IRT_DFF_VL,NUMBER,18,6,수
2163,6개월전대출건수,M6_BF_LD_CNT,NUMBER,10,,수
2164,6개월전대출금액,M6_BF_LD_AMT,NUMBER,18,3,금액
2165,6개월전보유신용카드수,M6_BF_HLD_CRC_NBR,NUMBER,10,,수
2166,6개월전사용신용카드수,M6_BF_USE_CRC_NBR,NUMBER,10,,수
2167,6개월전신용카드총금액15일내용,M6_BF_CRC_TOT_AMT_D15_CONE,VARCHAR2,20,,내용
2168,6개월전신용카드총사용금액,M6_BF_CRC_TOT_USE_AMT,NUMBER,18,3,금액
